jobID,agencyTitle,agencyID,jobTitle,salaryFrom,salaryTo
554830,DEPT OF HEALTH/MENTAL HYGIENE,2,"AAPI Senior Community Liaison,  Mayor’s Community Affairs Unit",54100,80000
554834,DEPT OF HEALTH/MENTAL HYGIENE,2,"Social Worker - New Family Home Visits Program (NFHV), Bureau of Maternal Infant and Reproductive Health",51079,70000
554836,DEPT OF HEALTH/MENTAL HYGIENE,2,"Social Worker - New Family Home Visits Program (NFHV), Bureau of Maternal Infant and Reproductive Health",51079,70000
554837,CULTURAL AFFAIRS,30,Agency Attorney,83158,95632
554845,DEPT OF DESIGN & CONSTRUCTION,38,EEO/Americans with Disabilities Act (ADA) Coordinator,54100,62215
554849,DEPARTMENT OF CORRECTION,12,Administrative Aide,36390,41848
554861,DEPARTMENT OF CORRECTION,12,RMAS Recreation Program Coordinator,41660,47909
554867,TAXI & LIMOUSINE COMMISSION,24,Customer Experience Specialist,40017,62820
554890,DEPT. OF HOMELESS SERVICES,23,INTAKE COORDINATOR,54100,62215
554905,DEPARTMENT OF TRANSPORTATION,19,Deckhand,51524,59253
554946,FIRE DEPARTMENT,20,Telephone Services Representatives,53057,77124
554954,DEPT OF HEALTH/MENTAL HYGIENE,2,Public Health Advisor,21.399,27.6349
554969,DEPARTMENT OF TRANSPORTATION,19,Application Developer,78795,113300
554972,DEPT OF HEALTH/MENTAL HYGIENE,2,"Application Support Specialist, Bureau of IT Strategy and Project Management",78795,94244
554975,DEPT OF DESIGN & CONSTRUCTION,38,Auditor,67757,77921
554980,DEPT OF HEALTH/MENTAL HYGIENE,2,"Inspector, Bureau of Environmental Disease and Injury Prevention",45722,45722
554985,DEPT OF DESIGN & CONSTRUCTION,38,Senior Project Manager,74650,85847
554987,DEPT OF HEALTH/MENTAL HYGIENE,2,"Inspector, Bureau of Environmental Disease and Injury Prevention",45722,45722
554995,DEPARTMENT OF BUSINESS SERV.,1,"PROGRAM COORDINATOR, CAPACITY BUILDING - NDD",29.6114,45.9666
554998,DEPT OF HEALTH/MENTAL HYGIENE,2,"Public Health Inspector, Bureau of Food Safety and Community Sanitation (BFSCS)",45722,45722
554999,DEPT OF DESIGN & CONSTRUCTION,38,Design Engineer,57078,65640
555001,DEPT OF DESIGN & CONSTRUCTION,38,Survey Reviewer,57078,65640
555002,DEPT OF HEALTH/MENTAL HYGIENE,2,"Inspector, Bureau of Veterinary and Pest Control Services",45722,45722
555005,DEPT OF DESIGN & CONSTRUCTION,38,Engineer-In-Charge,74650,92640
555026,DEPT OF HEALTH/MENTAL HYGIENE,2,"Public Health Inspector, Bureau of Food Safety and Community Sanitation (BFSCS)",45722,45722
555037,DEPT OF DESIGN & CONSTRUCTION,38,Project Manager,67757,77921
555043,DEPT OF DESIGN & CONSTRUCTION,38,Project Manager,67757,77921
555063,DEPT OF HEALTH/MENTAL HYGIENE,2,College Aide,15.5,19.9
555064,DEPT OF DESIGN & CONSTRUCTION,38,Project Manager,57078,77673
555077,DEPT OF ENVIRONMENT PROTECTION,6,Environmental Compliance Specialist,75504,94761
555079,DEPT OF DESIGN & CONSTRUCTION,38,Deputy Director,53702,114263
555082,DEPT OF ENVIRONMENT PROTECTION,6,ACCOUNTABLE MANAGER,64922,173486
555084,OFFICE OF EMERGENCY MANAGEMENT,21,SILVER STARS - SUPPORT SERVICES,28,28
555085,NYC POLICE PENSION FUND,48,Accountant,50217,57750
555090,DEPARTMENT OF CORRECTION,12,Program Coordinator - Workforce,54100,62215
555092,OFFICE OF EMERGENCY MANAGEMENT,21,SILVER STARS - EXTERNAL  AFFAIRS,28,28
555096,DEPARTMENT OF CORRECTION,12,"Deputy Director, Workforce Development",75000,100000
555098,DEPARTMENT OF SANITATION,37,Executive Director of Technology Infrastructure,80931,208826
555112,DEPT OF ENVIRONMENT PROTECTION,6,"SECTION MANAGER, STRUCTURAL",72038,192152
555113,DEPT OF DESIGN & CONSTRUCTION,38,Director,64922,134678
555121,DEPT OF ENVIRONMENT PROTECTION,6,"SECTION MANAGER, STRUCTURAL",72038,192152
555219,HRA/DEPT OF SOCIAL SERVICES,17,SENIOR ORACLE PL/SQL DEVELOPER,98901,136951
555398,DEPARTMENT OF TRANSPORTATION,19,Civil Engineer Intern,51413,62260
555447,POLICE DEPARTMENT,7,"Principal Administrative Associate, Level II",53057,77124
555461,POLICE DEPARTMENT,7,Senior Police Administrative Aide,43929,57093
555485,HRA/DEPT OF SOCIAL SERVICES,17,"ASSISTANT DEPUTY COMMISSIONER, ACCOUNTABILITY INITIATIVES & CHANGE MONITORING",94715,150000
555486,OFFICE OF LABOR RELATIONS,44,Assistant General Counsel,65392,93613
555488,DEPT OF DESIGN & CONSTRUCTION,38,Inspector,57078,65640
555517,DEPT OF HEALTH/MENTAL HYGIENE,2,"Special Assistant, Administration Office",64140,64140
555521,CONSUMER AND WORKER PROTECTION,47,Inspector,42507,48883
555525,HRA/DEPT OF SOCIAL SERVICES,17,QUALITY CONTROL CASE REVIEWER,53057,61015
555528,DEPT OF HEALTH/MENTAL HYGIENE,2,"Data Entry Clerk, Bureau of Public Health Clinics",29483,33906
555546,DEPARTMENT OF CORRECTION,12,Executive Assistant,53057,61015
555554,DEPT OF ENVIRONMENT PROTECTION,6,Assistant Counsel,71423,82137
555556,DEPT OF ENVIRONMENT PROTECTION,6,Project Manager / GIS Manager,84468,111003
555559,DEPT OF ENVIRONMENT PROTECTION,6,Data Manager,84468,111003
555566,HRA/DEPT OF SOCIAL SERVICES,17,ELIGIBILITY VERIFICATION SPECIALIST,53057,61015
555585,LAW DEPARTMENT,3,PARALEGAL,43197,49677
555601,DEPT OF ENVIRONMENT PROTECTION,6,Contract Officer,62470,80008
555604,POLICE DEPARTMENT,7,"Principal Administrative Associate, Level II",53057,77124
555669,POLICE DEPARTMENT,7,Senior Police Administrative Aide,43929,57093
555673,DEPT OF DESIGN & CONSTRUCTION,38,Senior Estimator,61757,90000
555682,DEPARTMENT OF TRANSPORTATION,19,Project Manager,57078,85646
555898,DEPT OF ENVIRONMENT PROTECTION,6,Section Chief Of Goods & Services Procurement,64922,173486
555905,OFFICE OF MANAGEMENT & BUDGET,14,Analyst Sanitation,65604,83399
555913,POLICE DEPARTMENT,7,Police Administrative Aide,36390,55228
555919,FINANCIAL INFO SVCS AGENCY,18,SYSTEMS INTEGRATION TESTER,90000,115000
555922,DEPARTMENT OF CITY PLANNING,9,Assistant Director,90000,95000
555928,NYC HOUSING AUTHORITY,13,RESIDENT BUILDING SUPERINTENDENT (HA),60171,93630
555929,OFFICE OF EMERGENCY MANAGEMENT,21,MITIGATION & RESILIENCY SPECIALIST,57500,69500
555940,OFFICE OF EMERGENCY MANAGEMENT,21,DESKTOP SUPPORT TECHNICIAN,57500,76000
555968,DEPT OF DESIGN & CONSTRUCTION,38,Engineer-In-Charge,80557,92640
556013,DEPARTMENT OF TRANSPORTATION,19,Civil Engineer Intern,51413,62260
556028,POLICE DEPARTMENT,7,Agency Attorney Interne,62397,75760
556057,OFFICE OF MANAGEMENT & BUDGET,14,Administrative Assistant  Executive,60000,70000
556075,DEPT OF ENVIRONMENT PROTECTION,6,Assistant Counsel,71423,82137
556112,HRA/DEPT OF SOCIAL SERVICES,17,EMPLOYEE MANAGEMENT LIAISON - EHVP,54100,68048
556116,OFFICE OF THE COMPTROLLER,29,Chief Economist,150000,170000
556124,DEPT OF ENVIRONMENT PROTECTION,6,Business Analyst,81951,102136
556167,DEPT OF ENVIRONMENT PROTECTION,6,ASSISTANT PROJECT MANAGER,57078,85646
556168,DEPARTMENT OF TRANSPORTATION,19,Program Lead,70611,95500
556175,DEPT OF ENVIRONMENT PROTECTION,6,ASSISTANT PROJECT MANAGER,57078,85646
556183,DEPARTMENT OF TRANSPORTATION,19,Deputy Director - School Safety,78128,98000
556220,HOUSING PRESERVATION & DVLPMNT,32,Housing Choice Voucher (HCV) Program Hearing Officer for the Division of Appeals,71423,82137
556224,HOUSING PRESERVATION & DVLPMNT,32,GIS Developer for the Division of HPD Tech,97801,106023
556263,DEPT OF ENVIRONMENT PROTECTION,6,Associate Water Use Inspector I,53345,75425
556266,POLICE DEPARTMENT,7,Part Time - Accountant,27.486,37.3476
556277,NYC HOUSING AUTHORITY,13,Secretary/Timekeeper,40017,62820
556285,POLICE DEPARTMENT,7,Police Administrative Aide,36390,55228
556298,CONSUMER AND WORKER PROTECTION,47,Senior Staff Counsel,79620,91563
556306,DEPT OF HEALTH/MENTAL HYGIENE,2,"Maintenance Worker, Bureau of Operations",239.84,249.28
556316,DEPARTMENT OF BUSINESS SERV.,1,Staff Auditor,56013,89610
556322,DEPT OF YOUTH & COMM DEV SRVS,8,Communication Liaison,29.6114,34.0531
556330,DEPT OF YOUTH & COMM DEV SRVS,8,Assistant Deputy Agency Chief Contracting Officer,66322,93000
556331,DEPARTMENT OF BUSINESS SERV.,1,COMPLIANCE OFFICER,54100,83981
556333,HRA/DEPT OF SOCIAL SERVICES,17,TENANT HELPLINE OUTREACH MANAGER,54100,77921
556379,DEPT OF DESIGN & CONSTRUCTION,38,Senior Design Reviewer,53702,105000
556387,ADMIN FOR CHILDREN'S SVCS,5,Program Officer,75504,86830
556395,DEPT OF ENVIRONMENT PROTECTION,6,Associate Water Use Inspector Level II,61391,78461
556396,DEPT OF DESIGN & CONSTRUCTION,38,Auditor,67757,77921
556399,DEPT OF ENVIRONMENT PROTECTION,6,Associate Water Use Inspector Level I,53345,75425
556404,DEPT OF DESIGN & CONSTRUCTION,38,Junior Project Manager,51535,59265
556421,ADMIN FOR CHILDREN'S SVCS,5,Executive Director,102226,115927
556452,OFFICE OF THE COMPTROLLER,29,Deputy General Counsel - Ethics Officer and Disciplinary Trial Advocate,155000,165000
556453,DEPT OF HEALTH/MENTAL HYGIENE,2,Data Manager,47418,69462
556454,DEPT OF HEALTH/MENTAL HYGIENE,2,"Public Health Advisor, Bureau of Tuberculosis Control",47155,60088
556456,DEPT OF ENVIRONMENT PROTECTION,6,CHEMIST,71224,100719
556464,DEPARTMENT OF TRANSPORTATION,19,Stock Worker,36900,55173
556468,DEPT OF ENVIRONMENT PROTECTION,6,Electrician,62.88,62.88
556481,NYC HOUSING AUTHORITY,13,ASSOCIATE STAFF ANALYST,70611,105138
556484,DEPT OF ENVIRONMENT PROTECTION,6,INSTRUMENTATION SPECIALIST,64997,67632
556490,DEPT OF ENVIRONMENT PROTECTION,6,Director of Planning & Procurement,80931,208826
556493,DEPARTMENT OF PROBATION,43,Clinical Advisor,35580,47719
556494,NYC HOUSING AUTHORITY,13,Vice President for Diversity & Equal Opportunity,88936,223761
556495,OFFICE OF THE COMPTROLLER,29,ESG Integration Officer,110000,133900
556501,DEPARTMENT OF PROBATION,43,Behavioral Health College Aide,15.5,19.9
556503,OFFICE OF THE COMPTROLLER,29,Investment Officer- Infrastructure,110000,133900
556506,TAXI & LIMOUSINE COMMISSION,24,Fleet Supervisor,54091,62205
556507,DEPT OF ENVIRONMENT PROTECTION,6,HR Personnel Coordinator,53797,73243
556509,OFFICE OF THE COMPTROLLER,29,Investment Officer- Fixed Income,110000,133900
556510,OFFICE OF THE COMPTROLLER,29,Investment Officer- Real Estate,110000,133900
556513,DEPT OF ENVIRONMENT PROTECTION,6,Director of Fleet Services,63332,147388
556515,OFFICE OF THE COMPTROLLER,29,Contracts/Procurement Attorney,75000,85000
556521,DEPT OF DESIGN & CONSTRUCTION,38,Resident Engineer,57078,65640
556522,DEPT OF ENVIRONMENT PROTECTION,6,Quality Assurance Analyst,53057,77124
556534,LAW DEPARTMENT,3,Internal Auditor,56013,82436
556556,DEPT OF ENVIRONMENT PROTECTION,6,Director of Planning & Procurement,80931,208826
556566,DEPT OF ENVIRONMENT PROTECTION,6,Director of Planning & Procurement,80931,208826
556572,HRA/DEPT OF SOCIAL SERVICES,17,EMPLOYMENT PROCESSING REPRESENTATIVE,58695,67499
556583,NYC HOUSING AUTHORITY,13,Program Associate,57078,85646
556585,FIRE DEPARTMENT,20,Senior Advisor for EMS,58700,115000
556589,DEPT OF ENVIRONMENT PROTECTION,6,IT Senior Developer,41.05,71.15
556592,DEPT OF ENVIRONMENT PROTECTION,6,HR Personnel Liaison,42150,58163
556594,POLICE DEPARTMENT,7,Senior Police Administrative Aide,43929,57093
556597,PRESIDENT BOROUGH OF MANHATTAN,52,Education Policy Analyst,60000,60000
556601,HOUSING PRESERVATION & DVLPMNT,32,Director of the Affordable Neighborhood Cooperative Program (ANCP),99000,109000
556616,HOUSING PRESERVATION & DVLPMNT,32,Family Self-Sufficiency (FSS) Case Manager for the Division of Tenant Resources,38333,44083
556618,DEPT OF CITYWIDE ADMIN SVCS,33,Interiors Project Manager,85000,95000
556621,TAXI & LIMOUSINE COMMISSION,24,Deputy Commissioner for Finance,185000,200000
556626,TAXI & LIMOUSINE COMMISSION,24,Operations Analyst,62470,80008
556627,DEPT OF ENVIRONMENT PROTECTION,6,Associate Water Use Inspector Level II,61391,78461
556639,DEPT OF CITYWIDE ADMIN SVCS,33,APPRAISER,80000,90000
556652,NYC EMPLOYEES RETIREMENT SYS,4,Application Support Developer,81951,94244
556689,DEPARTMENT OF CITY PLANNING,9,ASSOCIATE DATA ENGINEER,85371,105000
556691,CONSUMER AND WORKER PROTECTION,47,Operations Coordinator,40017,46019
556711,DEPT OF YOUTH & COMM DEV SRVS,8,CAB/NAB Liaison,64749,69826
556717,DEPT OF ENVIRONMENT PROTECTION,6,Machinist,298.24,347.2
556719,DEPARTMENT OF TRANSPORTATION,19,CLERICAL ASSOCIATE,21.9031,34.3842
556721,NYC HOUSING AUTHORITY,13,REES REFERRAL ASSOCIATE,38333,63794
556722,DEPARTMENT OF CORRECTION,12,EEO Attorney Investigator,62397,71757
556728,DEPARTMENT OF TRANSPORTATION,19,CLERICAL ASSOCIATE,40017,62820
556730,DEPARTMENT OF CORRECTION,12,Junior QA Specialist,75000,90000
556745,DEPT OF ENVIRONMENT PROTECTION,6,INSTRUMENTATION SPECIALIST,74773,76650
556760,DEPARTMENT OF CORRECTION,12,Program Counselor,54100,62215
556767,DEPT OF ENVIRONMENT PROTECTION,6,CONTRACT NEGOTIATIONS & REVIEW SPECIALIST,53702,115000
556771,NYC HOUSING AUTHORITY,13,Community Coordinator,54100,83981
556775,DEPT OF YOUTH & COMM DEV SRVS,8,Associate Contract Specialist,60193,72000
556782,DEPT OF ENVIRONMENT PROTECTION,6,CONTRACT NEGOTIATIONS & REVIEW SPECIALIST,53702,115000
556786,DEPT OF DESIGN & CONSTRUCTION,38,Deputy Director,61757,118000
556791,DEPT OF ENVIRONMENT PROTECTION,6,College Aide II Undergrad 01,15.5,19.9
556796,CONSUMER AND WORKER PROTECTION,47,Deputy Director,58695,89699
556805,DEPT OF ENVIRONMENT PROTECTION,6,PROCUREMENT PROJECT SCHEDULER,53797,73243
556809,NYC HOUSING AUTHORITY,13,AGENCY ATTORNEY 3,79620,95000
556810,DEPT OF ENVIRONMENT PROTECTION,6,ASSISTANT PROJECT MANAGER,57078,85646
556818,CONSUMER AND WORKER PROTECTION,47,"Director of the Office of Diversity, Inclusion and Compliance/Equal Employment Opportunity Officer (EEO)",58700,90000
556820,DEPT OF ENVIRONMENT PROTECTION,6,Call Center Assistant Supervisor,53057,77124
556824,NYC HOUSING AUTHORITY,13,Agency Attorney Level 3,79620,95000
556829,TAXI & LIMOUSINE COMMISSION,24,Timekeeper,41848,58953
556832,HOUSING PRESERVATION & DVLPMNT,32,Client Services Specialist for the Division of Tenant Resources,38333,44083
556834,TAXI & LIMOUSINE COMMISSION,24,Human Resources Specialist,61866,70000
556844,HOUSING PRESERVATION & DVLPMNT,32,Case Manager for the Division of Tenant Resources,38333,44083
556850,HOUSING PRESERVATION & DVLPMNT,32,Court Liaison for the Division of Tenant Resources,54100,62215
556852,HOUSING PRESERVATION & DVLPMNT,32,Emergency Housing Voucher (EHV) Housing Search Liaison for the Division of Tenant Resources,54100,62215
556855,DEPT OF ENVIRONMENT PROTECTION,6,College Aide II Undergrad 01,15.5,19.9
556857,HOUSING PRESERVATION & DVLPMNT,32,Case Manager for the Division of Tenant Resources,38333,44083
556858,HOUSING PRESERVATION & DVLPMNT,32,Case Manager for the Division of Tenant Resources,38333,44083
556859,BRONX DISTRICT ATTORNEY,39,"Trial Preparation Assistant LV 2 -	Child Abuse/Sex Crimes Bureau",50000,50000
556868,HOUSING PRESERVATION & DVLPMNT,32,Supervising Capital Analyst for the Division of Capital Planning,74650,85847
556870,DEPT OF ENVIRONMENT PROTECTION,6,ENVIRONMENTAL ENGINEERING INTERN,51413,59125
556907,OFFICE OF THE COMPTROLLER,29,Constituency Liaison- People with Disabilities,70000,80000
556910,DEPT OF ENVIRONMENT PROTECTION,6,Contract and Administration Unit Lead,58700,192152
556915,DEPT OF ENVIRONMENT PROTECTION,6,Technical Assistant,40017,62820
556917,DEPT OF ENVIRONMENT PROTECTION,6,Contract and Administration Unit Lead,65232,151810
556923,OFFICE OF THE COMPTROLLER,29,"Attorney, Litigation Unit (3 positions)",85000,95000
556927,DEPT OF ENVIRONMENT PROTECTION,6,Public Health Sanitarian,54377,81225
556930,ADMIN TRIALS AND HEARINGS,27,HR Specialist,47418,60000
556932,DEPT OF ENVIRONMENT PROTECTION,6,Associate Public Health Sanitarian,67335,101875
556955,DEPT OF ENVIRONMENT PROTECTION,6,City Research Scientist,75504,94761
556959,DEPARTMENT OF CORRECTION,12,IT Support Analyst,61470,70691
556960,NYC HOUSING AUTHORITY,13,Agency Attorney 02,71423,85563
556975,DEPT OF DESIGN & CONSTRUCTION,38,Junior Project Manager,51535,59265
556982,DEPT OF ENVIRONMENT PROTECTION,6,ASSISTANT PROJECT MANAGER,57078,85646
557004,OFFICE OF MANAGEMENT & BUDGET,14,Analyst  FEMA Public Assistance Monitoring and Compliance,51550,73806
557035,ADMIN TRIALS AND HEARINGS,27,Law Clerk,71423,82137
557066,TAXI & LIMOUSINE COMMISSION,24,Senior Supervising Attorney – Adjudications and ARTS,79620,91563
557071,DEPT OF ENVIRONMENT PROTECTION,6,Assistant Counsel,63228,72712
557079,HRA/DEPT OF SOCIAL SERVICES,17,"SUPERVISOR, EMPLOYEE EXPENSE UNIT",58695,67499
557087,DEPT OF PARKS & RECREATION,22,Stationary Engineer,63.6,63.6
557088,DEPT OF PARKS & RECREATION,22,Oiler,59.75,59.75
557114,NYC HOUSING AUTHORITY,13,RESIDENT RELOCATION ASSOCIATE/INTAKE SPECIALIST,38333,63794
557129,DEPT OF DESIGN & CONSTRUCTION,38,Instrument Person,62415,71777
557149,DEPARTMENT OF TRANSPORTATION,19,Budget Analyst,84451,97119
557152,FINANCIAL INFO SVCS AGENCY,18,JOB ADMINISTRATION/PRODUCTION CONTROL TECHNICIAN,75000,80000
557155,DEPARTMENT OF TRANSPORTATION,19,Budget Analyst,70611,97119
557157,NYC HOUSING AUTHORITY,13,ASSISTANT RESIDENT BUILDING SUPT (HA),49666,76064
557160,OFFICE OF THE COMPTROLLER,29,Deputy Agency Chief Contracting Officer (DACCO),110000,130000
557172,DEPT OF ENVIRONMENT PROTECTION,6,ASSISTANT PROJECT MANAGER,57078,85646
557174,POLICE DEPARTMENT,7,"Clerical Associate, Level II",32850,48940
557175,NYC HOUSING AUTHORITY,13,Senior Counsel,95500,105000
557178,NYC HOUSING AUTHORITY,13,Incident Manager,0,130000
557181,DEPT OF ENVIRONMENT PROTECTION,6,ASSISTANT PROJECT MANAGER,57078,85646
557190,DEPT OF ENVIRONMENT PROTECTION,6,ASSISTANT PROJECT MANAGER,57078,85646
557200,DEPARTMENT OF TRANSPORTATION,19,City Laborer,290,290
557202,HOUSING PRESERVATION & DVLPMNT,32,"Project Manager, Office of Development (Multiple Divisions)",67500,77500
557216,NYC HOUSING AUTHORITY,13,CONFIDENTIAL INVESTIGATOR,45113,64693
557225,NYC HOUSING AUTHORITY,13,ASSISTANT RESIDENT BUILDING SUPT (HA),49666,76064
557239,HRA/DEPT OF SOCIAL SERVICES,17,"ASSISTANT DEPUTY COMMISSIONER, ACCOUNTABILITY STRATEGIES",94715,150000
557268,BRONX DISTRICT ATTORNEY,39,Community Engagement Coordinator -Community Affairs Unit,54786,54786
557295,DEPT OF ENVIRONMENT PROTECTION,6,Configuration Specialist,53057,77124
557296,DEPT OF ENVIRONMENT PROTECTION,6,Metering Associate,53057,77124
557304,NYC HOUSING AUTHORITY,13,Transformation Plan Lead/Director,72038,192152
557310,DEPARTMENT OF TRANSPORTATION,19,Records Associate (Per Diem),131.1226,200.7739
557359,DEPARTMENT OF TRANSPORTATION,19,Office Manager,45428,68741
557373,DEPARTMENT OF TRANSPORTATION,19,Office Manager,47418,69462
557374,DEPARTMENT OF PROBATION,43,NeON Works Program Coordinator,54100,83981
557379,HRA/DEPT OF SOCIAL SERVICES,17,UNIT CLERK,36390,41848
557392,DEPT OF ENVIRONMENT PROTECTION,6,INSPECTOR,51413,62260
557648,DEPT OF ENVIRONMENT PROTECTION,6,INSPECTOR,51413,62260
557649,POLICE DEPARTMENT,7,"Certified IT Admin (LAN / WAN), Level III",92194,130372
557653,DEPT OF ENVIRONMENT PROTECTION,6,INSPECTOR,51413,62260
557660,HRA/DEPT OF SOCIAL SERVICES,17,ACCOUNT MANAGER,70611,81203
557663,DEPT OF ENVIRONMENT PROTECTION,6,INSPECTOR,51413,62260
557665,DEPT OF ENVIRONMENT PROTECTION,6,INSPECTOR,51413,62260
557667,POLICE DEPARTMENT,7,Police Administrative Aide,36390,55228
557685,DEPT OF ENVIRONMENT PROTECTION,6,INSPECTOR,51535,59265
557687,DEPT OF DESIGN & CONSTRUCTION,38,Junior Project Manager,51535,59265
557692,NYC HOUSING AUTHORITY,13,Pest Control Aide,31377,38741
557701,OFFICE OF EMERGENCY MANAGEMENT,21,STOCKPILE SPECIALIST,57500,69500
557706,MANHATTAN COMMUNITY BOARD #1,55,Community Associate,42500,49000
557725,OFFICE OF EMERGENCY MANAGEMENT,21,SILVER STAR - PLANNING/CBRNE PROGRAM,28,28
557727,DEPT OF ENVIRONMENT PROTECTION,6,Permit Supervisor,53057,77124
557737,LAW DEPARTMENT,3,Timekeeper,36390,41848
557739,BUSINESS INTEGRITY COMMISSION,54,Investigative Auditor,54100,54100
557745,BUSINESS INTEGRITY COMMISSION,54,Licensing Specialist,40000,42000
557750,DEPT OF DESIGN & CONSTRUCTION,38,College Aide,16.02,16.02
557780,DEPT OF ENVIRONMENT PROTECTION,6,Stationary Engineer (Steam),508.8,508.8
557796,DEPARTMENT OF CORRECTION,12,Assistant General Counsel,79620,91563
557829,POLICE DEPARTMENT,7,"Agency Attorney, Level I",63228,96526
557830,DEPT OF ENVIRONMENT PROTECTION,6,ENVIRONMENTAL ENGINEERING INTERN,51413,62260
557839,HRA/DEPT OF SOCIAL SERVICES,17,OPERATIONS SUPPORT DIRECTOR,84451,113550
557845,DEPT OF ENVIRONMENT PROTECTION,6,ASSISTANT PROJECT MANAGER,57078,85646
557849,POLICE DEPARTMENT,7,Police Administrative Aide,36390,55228
557853,DEPT OF ENVIRONMENT PROTECTION,6,ASSISTANT PROJECT MANAGER,67757,98128
557868,DEPT OF ENVIRONMENT PROTECTION,6,ASSISTANT PROJECT MANAGER,57078,85646
557870,DISTRICT ATTORNEY KINGS COUNTY,56,Reporter/Stenographer,59000,59000
557874,POLICE DEPARTMENT,7,"Evidence And Property Control Specialist, Level I",51345,73495
557876,DEPARTMENT OF TRANSPORTATION,19,Chief Marine Engineer,64192,68789
557877,DEPARTMENT OF CORRECTION,12,Director Of Administration,115000,120000
557908,LAW DEPARTMENT,3,Division Chief Secretary - Administration Division,60000,60000
557926,DEPT OF ENVIRONMENT PROTECTION,6,ASSISTANT PROJECT MANAGER,57078,85646
557937,DEPT OF ENVIRONMENT PROTECTION,6,ASSISTANT PROJECT MANAGER,57078,85646
557939,DEPARTMENT OF CORRECTION,12,EEO Administrative Manager,75000,85000
557950,DEPT OF ENVIRONMENT PROTECTION,6,ASSISTANT PROJECT MANAGER,57078,85646
557954,LANDMARKS PRESERVATION COMM,49,"LANDMARKS PRESERVATIONIST, PRESERVATION DEPARTMENT",64297,64297
557975,HOUSING PRESERVATION & DVLPMNT,32,IT Desktop Support for the Division of HPD Tech,51345,59047
557976,DEPARTMENT OF CORRECTION,12,Director of Strategic Communications,100000,125000
558009,FINANCIAL INFO SVCS AGENCY,18,UNIX SYSTEMS ADMINISTRATOR,100000,145000
558012,FINANCIAL INFO SVCS AGENCY,18,FINANCIAL MANAGEMENT SYSTEMS DEVELOPER,0,75000
558013,LAW DEPARTMENT,3,Help Desk Specialist (Part Time) - Network Services,22.4357,25.8013
558015,NYC HOUSING AUTHORITY,13,Director of Application Management & Support,80931,208826
558019,DEPARTMENT OF TRANSPORTATION,19,Testifier / Searcher,45428,68741
558030,CONSUMER AND WORKER PROTECTION,47,Assistant Director of Asset Building Programs,72038,95000
558032,DEPARTMENT OF TRANSPORTATION,19,Testifier / Searcher,41483,66236
558035,DEPT OF ENVIRONMENT PROTECTION,6,Molecular Biologist,63962,89003
558037,CONSUMER AND WORKER PROTECTION,47,Inspector,42507,48883
558048,DEPT OF ENVIRONMENT PROTECTION,6,ASSISTANT PROJECT MANAGER,67757,98128
558049,OFFICE OF THE COMPTROLLER,29,Managerial Lump Sum Associate- Silver Stars Program,30,30
558052,DEPT OF ENVIRONMENT PROTECTION,6,Assistant Counsel,63228,72712
558059,NYC HOUSING AUTHORITY,13,DIRECTOR OF RESIDENT ECONOMIC EMPOWERMENT AND SUSTAINABILITY,80931,208826
558060,DEPARTMENT OF BUSINESS SERV.,1,"SENIOR PROGRAM MANAGER, CAPACITY BUILDING",60193,90704
558063,DEPT OF HEALTH/MENTAL HYGIENE,2,"Early Intervention Official Designee, Bureau of Early Intervention",56625,56625
558066,CONSUMER AND WORKER PROTECTION,47,Inspector,42507,48883
558086,POLICE DEPARTMENT,7,Senior Police Administrative Aide,43929,57093
558088,ADMIN FOR CHILDREN'S SVCS,5,IRT Coordinator,86096,104372
558094,FIRE DEPARTMENT,20,First Deputy Agency Chief Contracting Officer,72038,192152
558115,DEPT OF ENVIRONMENT PROTECTION,6,Watershed Maintainer,41033,41033
558121,HRA/DEPT OF SOCIAL SERVICES,17,SENIOR ADVISOR TO THE CHIEF EXTERNAL AFFAIRS OFFICER,102292,163512
558123,POLICE DEPARTMENT,7,Police Administrative Aide,36390,55228
558128,DEPT OF ENVIRONMENT PROTECTION,6,Senior GIS Developer,85371,109990
558134,DEPT OF ENVIRONMENT PROTECTION,6,Mechanical Engineering Intern,51413,62260
558162,DEPARTMENT OF CITY PLANNING,9,CHIEF ENGINEER,80557,110000
558167,DEPT OF ENVIRONMENT PROTECTION,6,ACCOUNTABLE MANAGER,53702,146121
558168,DEPARTMENT OF BUSINESS SERV.,1,"EXECUTIVE DIRECTOR, CENTER-BASED PROGRAMS WDD",64749,134280
558170,CAMPAIGN FINANCE BOARD,31,CANDIDATE SERVICES LIAISON,55000,55000
558195,HOUSING PRESERVATION & DVLPMNT,32,.NET Programmer/Analyst for the Division of HPD Tech,92194,106023
558198,HOUSING PRESERVATION & DVLPMNT,32,.NET Programmer/Analyst for the Division of HPD Tech,92194,106023
558202,DEPT OF ENVIRONMENT PROTECTION,6,ACCOUNTABLE MANAGER,53702,148745
558215,DEPT OF ENVIRONMENT PROTECTION,6,ACCOUNTABLE MANAGER,90114,122168
558223,DEPARTMENT OF TRANSPORTATION,19,Senior Contract Analyst,65232,110000
558248,LAW DEPARTMENT,3,Clerical Associate Level 3 - Litigation Support Division,36390,41848
558277,OFF OF PAYROLL ADMINISTRATION,26,Mailroom Assistant,36390,58953
558279,DEPT OF ENVIRONMENT PROTECTION,6,Highlands Supervisor of Test Operations Services (TOS),618.24,618.24
